PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
48814,49,Male,USA,Sports,19.502175864152285,0,Hard,19,81,84,38,High
48815,37,Male,Asia,Strategy,23.98349769405678,0,Medium,19,94,70,31,High
48816,24,Male,USA,RPG,14.316687774355687,0,Medium,8,69,82,16,Medium
48817,36,Female,Other,Sports,4.694229063090813,0,Easy,1,28,33,9,Low
48818,25,Male,USA,RPG,15.465926126563417,0,Easy,4,173,68,16,Medium
48819,40,Female,USA,Action,10.375360724490621,1,Hard,18,124,39,40,High
48820,15,Male,Europe,Sports,15.437923810323616,0,Hard,10,80,56,27,Medium
48821,35,Female,Asia,Simulation,18.876734041950925,0,Hard,6,80,92,28,Medium
48822,22,Male,USA,Action,16.2082994486588,0,Medium,19,153,95,0,High
48823,34,Male,USA,Simulation,15.537588935886923,0,Easy,1,57,47,15,Low
48824,31,Male,Asia,RPG,14.949070205151608,0,Hard,4,44,49,42,Low
48825,29,Male,Asia,Strategy,4.8641045168642485,1,Easy,18,140,91,45,High
48826,35,Male,Europe,Strategy,18.66865568964547,0,Medium,4,108,38,11,Medium
48827,15,Female,Europe,Strategy,10.224490754225695,0,Hard,10,90,50,4,Low
48828,17,Female,USA,Sports,15.481151208551903,0,Easy,4,120,19,47,Medium
48829,45,Female,Europe,Simulation,4.874048559214235,0,Medium,2,40,29,7,Low
48830,45,Male,USA,Sports,16.623772306042216,0,Hard,16,49,77,32,Medium
48831,35,Male,USA,Strategy,9.728671084947923,1,Easy,7,170,72,41,Medium
48832,37,Male,USA,Simulation,5.082652330708453,0,Easy,16,87,15,30,Medium
48833,31,Female,USA,Strategy,2.129866305491637,0,Easy,2,16,89,22,Low
48834,36,Female,USA,RPG,22.510186799224012,0,Hard,17,69,81,9,Medium
48835,36,Female,Other,Simulation,0.14063502206450895,0,Medium,17,133,26,7,High
48836,22,Male,Asia,Simulation,2.0605355662223355,0,Medium,15,142,13,32,High
48837,22,Male,USA,RPG,2.056050180721778,0,Medium,4,142,28,24,Medium
48838,28,Female,Other,Simulation,22.535024123683694,0,Medium,15,135,61,7,High
48839,38,Female,Asia,RPG,23.168844916777207,0,Medium,0,110,63,40,Low
48840,36,Male,USA,Simulation,23.406337034661284,0,Easy,18,51,84,9,Medium
48841,29,Male,Europe,Strategy,15.957218321294228,1,Easy,6,66,10,11,Medium
48842,34,Male,USA,Sports,22.870005184631893,0,Medium,4,18,49,45,High
48843,41,Male,Europe,Action,8.480613833217273,0,Hard,0,169,63,42,Low
48844,42,Male,USA,Strategy,22.595097974126535,0,Medium,6,92,85,44,Medium
48845,36,Female,Asia,Action,4.588327691302414,1,Medium,17,10,93,28,Low
48846,45,Male,Asia,Action,5.2582961236044605,0,Medium,12,122,50,17,High
48847,23,Female,USA,Simulation,16.24640713070647,0,Medium,9,58,62,12,Medium
48848,37,Male,Europe,Simulation,22.208582364728308,0,Hard,8,152,4,7,Medium
48849,19,Female,USA,Strategy,5.663155241861165,0,Medium,6,160,82,31,Medium
48850,31,Male,USA,RPG,22.024263920793096,0,Easy,1,168,96,1,Low
48851,19,Female,USA,Sports,21.15648916633617,0,Hard,10,153,11,32,High
48852,21,Male,USA,Sports,1.299014414099692,0,Hard,8,87,27,18,Medium
48853,22,Male,Other,Action,23.30612378732674,0,Medium,3,110,26,20,Medium
48854,21,Female,Asia,Action,18.99458395776388,0,Medium,0,157,42,42,High
48855,36,Female,Europe,Simulation,13.351319554803572,0,Hard,6,30,35,26,Low
48856,35,Male,USA,Strategy,4.773193232414664,1,Easy,13,64,99,40,High
48857,18,Male,USA,RPG,14.796758342102521,0,Hard,13,68,99,42,Medium
48858,46,Male,Asia,Strategy,16.739609353500818,0,Easy,6,99,82,22,High
48859,43,Female,USA,RPG,10.31204322243993,0,Hard,13,52,25,31,Medium
48860,44,Male,Asia,Action,16.69436925830523,0,Easy,19,11,76,5,Low
48861,17,Male,USA,Strategy,17.384072188229815,1,Easy,17,148,4,46,High
48862,19,Female,USA,Action,11.644419935238002,0,Medium,19,102,75,36,High
48863,33,Female,USA,Strategy,1.6481652152995103,0,Easy,17,73,25,31,Medium
48864,22,Female,Asia,Strategy,3.818881729901908,0,Hard,4,28,59,19,Low
48865,45,Male,Asia,RPG,7.559636050481114,1,Medium,14,30,12,11,Medium
48866,41,Male,USA,Strategy,0.2283049061308864,0,Hard,13,93,65,41,Medium
48867,27,Male,Other,Action,3.2441517930421675,0,Easy,12,98,70,41,Medium
48868,20,Female,USA,RPG,21.56338987890921,0,Easy,4,102,48,3,Medium
48869,15,Male,USA,Action,21.65920747996929,0,Easy,4,138,13,27,Medium
48870,44,Male,Europe,Sports,6.907765239813018,1,Medium,11,29,54,49,Medium
48871,25,Male,Europe,Sports,19.17510837024685,1,Medium,3,142,29,39,High
48872,45,Female,Europe,Simulation,17.29685207896967,0,Hard,1,121,47,44,Low
48873,30,Female,Europe,Strategy,7.363324301936292,1,Medium,13,176,40,19,High
48874,29,Male,Asia,Action,12.175573340637927,0,Easy,13,90,49,35,Medium
48875,19,Male,Europe,Sports,17.180466196949805,0,Easy,14,91,18,34,Medium
48876,29,Female,Other,RPG,20.31162998079818,0,Hard,11,28,4,26,Low
48877,15,Female,Other,Strategy,1.2174141466146269,0,Easy,13,144,24,30,High
48878,29,Male,Asia,RPG,11.91313993324017,0,Easy,13,72,85,35,Medium
48879,22,Male,Asia,Simulation,4.41529131670242,0,Medium,10,103,10,47,Medium
48880,36,Male,Asia,Strategy,8.84027601508535,0,Easy,15,174,56,13,High
48881,41,Male,Asia,RPG,4.213407305403043,1,Easy,4,72,23,0,Low
48882,48,Female,Asia,Simulation,22.125940256959943,0,Hard,11,123,31,4,Medium
48883,44,Female,Asia,Sports,12.643846630607321,0,Easy,2,39,83,49,Low
48884,26,Female,Asia,RPG,1.9740322558976606,0,Medium,1,31,72,8,Low
48885,16,Female,Europe,Simulation,14.510762263632138,0,Medium,11,170,87,42,High
48886,36,Male,Europe,Simulation,14.396202485839794,0,Easy,18,110,26,27,High
48887,31,Male,Asia,Sports,17.40507120023304,0,Medium,17,140,21,44,High
48888,49,Male,USA,Simulation,12.07542842544024,0,Hard,7,108,38,24,Medium
48889,37,Female,Asia,Action,18.30292818513801,1,Hard,3,53,40,38,Low
48890,43,Male,Europe,RPG,4.862954525715573,0,Hard,10,55,35,3,Medium
48891,43,Male,USA,RPG,14.620219797580106,0,Easy,2,84,4,26,Low
48892,33,Male,Europe,Simulation,23.67322806142959,0,Hard,2,128,74,32,Medium
48893,31,Female,Asia,Action,1.6901634341584524,1,Medium,4,139,67,11,Medium
48894,22,Male,Asia,RPG,5.971291674206155,0,Easy,4,88,61,24,Medium
48895,21,Male,Europe,RPG,16.801608180691215,0,Easy,16,176,5,0,High
48896,25,Female,USA,RPG,5.189910203090874,0,Easy,13,94,90,2,Medium
48897,17,Female,Asia,Sports,3.8239117380696195,0,Medium,2,89,21,42,Low
48898,16,Male,USA,RPG,3.1868380712594897,0,Easy,14,85,74,8,Medium
48899,33,Male,Other,Simulation,14.540989072685857,0,Medium,12,30,77,21,Medium
48900,42,Female,USA,RPG,3.3199109360863845,0,Medium,11,159,85,49,High
48901,42,Male,Europe,Simulation,0.6491599588387764,0,Easy,12,117,97,20,High
48902,39,Female,Asia,RPG,11.182032547110007,1,Hard,8,55,46,21,Medium
48903,25,Male,USA,Strategy,13.7161616424228,1,Easy,12,97,51,15,Medium
48904,16,Female,Asia,Strategy,0.25524190451138473,0,Easy,16,169,59,49,High
48905,26,Female,USA,RPG,0.3680991856497675,1,Hard,17,52,62,9,Medium
48906,26,Female,USA,Strategy,11.813038899207807,0,Medium,6,36,42,32,Low
48907,39,Male,USA,Strategy,7.613018447375259,0,Easy,5,50,54,5,Low
48908,45,Male,USA,Simulation,19.102827092480425,0,Medium,15,168,47,26,High
48909,31,Male,Europe,Strategy,13.898074265315028,1,Medium,10,108,99,6,Medium
48910,26,Male,Other,Simulation,17.019441510212072,0,Easy,8,24,92,4,Low
48911,44,Female,Europe,Simulation,17.637843661184224,0,Hard,8,162,71,45,Low
48912,16,Male,Europe,Simulation,18.234193288044448,0,Medium,0,101,7,37,Low
48913,30,Female,USA,Action,18.47724892911346,0,Hard,13,148,32,31,High
48914,15,Female,USA,Sports,3.340054156940436,0,Hard,0,155,13,19,Low
48915,48,Female,Asia,Simulation,12.811725020659354,0,Easy,12,116,52,48,High
48916,15,Female,USA,Sports,9.797773355222933,0,Easy,12,151,37,41,High
48917,17,Male,Asia,RPG,3.6630675435124154,0,Medium,7,45,80,39,Medium
48918,48,Male,Asia,Action,1.683688085840772,1,Hard,18,21,74,32,Medium
48919,26,Female,USA,Action,20.05650432593877,0,Medium,9,18,49,15,Low
48920,41,Female,Asia,Simulation,20.615781142206263,0,Easy,9,110,28,0,Medium
48921,39,Male,Other,Action,11.146727325067364,1,Easy,13,162,41,23,High
48922,26,Female,Europe,Simulation,1.2715659843141731,0,Medium,0,18,1,28,Low
48923,47,Male,Europe,Simulation,15.94471567989786,0,Medium,10,124,82,19,Medium
48924,23,Female,Europe,Simulation,12.625589498423953,0,Hard,12,21,12,25,Low
48925,15,Female,Asia,Strategy,14.019446299466793,1,Medium,11,60,62,38,Medium
48926,37,Male,Europe,RPG,6.898365746317112,0,Hard,8,19,11,34,Low
48927,42,Female,Europe,Strategy,3.089045076150164,0,Medium,5,169,33,35,Medium
48928,17,Female,Europe,RPG,12.673044741938625,1,Medium,8,177,36,8,Medium
48929,19,Male,USA,Action,11.111378795193676,0,Easy,3,155,84,4,Medium
48930,43,Male,USA,Strategy,16.768396454465982,0,Easy,18,136,56,9,High
48931,27,Female,Europe,RPG,17.5202096746025,0,Medium,13,23,11,47,Low
48932,18,Male,Europe,RPG,17.216057682564234,1,Medium,15,99,73,13,Low
48933,20,Female,USA,Strategy,10.416991384066364,1,Easy,3,48,80,33,Low
48934,20,Female,Europe,Strategy,7.271089891022063,0,Medium,5,138,16,14,Medium
48935,25,Male,Europe,Simulation,12.68614406621196,1,Easy,13,61,38,41,Medium
48936,41,Male,Europe,Sports,1.4936351584264322,0,Easy,19,60,13,8,Medium
48937,49,Female,Europe,Sports,9.402113560297227,0,Easy,10,44,3,2,Medium
48938,18,Female,Europe,Simulation,7.32229412640544,1,Medium,17,57,99,8,Medium
48939,41,Male,USA,Action,10.405873073829124,1,Medium,15,114,37,23,High
48940,30,Male,USA,Strategy,4.386786087094723,1,Hard,5,81,15,24,Medium
48941,32,Female,USA,RPG,13.832023878921497,1,Hard,5,153,42,21,Medium
48942,21,Female,Asia,Action,7.456590570595458,1,Easy,2,94,49,0,Low
48943,25,Male,Europe,Sports,16.87346944941575,0,Easy,0,161,6,15,Low
48944,22,Female,Other,RPG,6.788735831449645,0,Hard,12,10,18,35,Low
48945,20,Female,Asia,Sports,7.713653279828779,0,Medium,6,75,22,10,Medium
48946,19,Male,USA,Strategy,11.88556544753556,1,Medium,3,144,94,16,Medium
48947,20,Male,Asia,Strategy,21.45015774509316,0,Easy,13,26,32,30,Medium
48948,16,Female,Asia,RPG,2.3374469435485334,0,Easy,19,91,15,3,High
48949,45,Male,Other,Sports,5.050658731036202,1,Easy,1,40,87,20,Low
48950,46,Male,Asia,Sports,16.43385244190565,0,Medium,2,81,9,28,Low
48951,23,Female,USA,RPG,14.93245723881861,0,Easy,17,24,92,45,Medium
48952,29,Male,Europe,RPG,5.832180050111782,0,Medium,3,74,81,40,Medium
48953,35,Female,Europe,RPG,10.873464482041365,0,Easy,10,60,53,46,Medium
48954,42,Male,Other,Strategy,18.2669761868057,0,Easy,2,27,40,45,Low
48955,41,Male,USA,Sports,20.112599995807084,0,Easy,2,85,87,4,Low
48956,19,Male,Europe,Strategy,10.651656870174047,0,Hard,3,44,34,40,Low
48957,31,Female,Europe,Simulation,11.45292998519215,0,Medium,14,173,26,22,High
48958,38,Male,USA,Action,15.487890792368297,1,Easy,8,129,16,25,Medium
48959,45,Female,USA,Simulation,10.484681165681286,0,Medium,0,159,75,12,Low
48960,49,Male,Europe,Action,13.109847527769784,0,Medium,5,82,91,36,Medium
48961,18,Female,Europe,Sports,4.621074411900256,0,Hard,0,90,42,17,Low
48962,34,Male,USA,Strategy,8.664991747963974,1,Medium,17,52,98,49,Medium
48963,31,Male,USA,Strategy,16.25655637080247,0,Medium,17,82,63,41,High
48964,24,Male,Asia,Simulation,22.354599657727558,0,Medium,5,121,76,19,Medium
48965,35,Female,Europe,Action,19.19110410066676,0,Easy,14,104,62,4,High
48966,35,Female,USA,Sports,18.685517387326243,1,Easy,19,12,72,45,Medium
48967,30,Female,USA,RPG,2.2099960856133363,1,Medium,16,161,19,44,High
48968,47,Male,Asia,Simulation,22.388422702051674,0,Hard,4,14,11,31,Low
48969,24,Female,USA,Strategy,23.10652640585451,0,Easy,6,179,68,37,Medium
48970,32,Male,USA,Sports,6.500718790684888,0,Easy,8,40,21,20,Medium
48971,47,Female,Europe,Action,18.461027377241496,0,Easy,9,58,88,12,Medium
48972,43,Male,USA,Strategy,15.128763895729,0,Hard,10,63,27,38,Medium
48973,45,Female,Asia,RPG,8.343809539979087,0,Hard,14,78,91,34,Low
48974,38,Female,USA,RPG,4.084560483488214,0,Easy,9,34,82,33,Medium
48975,26,Male,Asia,Simulation,11.767806943947267,1,Easy,17,76,28,3,Medium
48976,34,Female,Europe,Simulation,8.083438147934636,0,Medium,5,48,47,31,Low
48977,20,Female,Other,Simulation,0.5612313893873182,0,Easy,8,107,64,4,Medium
48978,22,Female,Europe,Simulation,17.67597474845164,0,Medium,0,92,14,26,Low
48979,28,Female,Other,RPG,19.895092344067976,0,Easy,10,54,50,14,Medium
48980,19,Male,Europe,Sports,9.993379799562273,0,Easy,1,87,93,2,Low
48981,17,Male,USA,Sports,14.9637756202077,0,Easy,3,152,76,13,Medium
48982,36,Female,Europe,RPG,16.841261764565136,0,Easy,9,104,88,10,Medium
48983,22,Male,USA,Action,2.875217911779532,0,Medium,12,65,5,21,Medium
48984,28,Male,Europe,Simulation,14.77212933542928,0,Easy,11,103,59,37,Medium
48985,21,Male,Europe,Simulation,14.635487016802262,1,Easy,9,89,97,1,Medium
48986,18,Female,USA,Strategy,7.05885836240216,0,Easy,7,51,10,13,Medium
48987,33,Female,USA,RPG,18.77970856613174,0,Medium,10,47,92,3,Medium
48988,38,Female,Asia,Strategy,16.22360812574886,0,Medium,12,103,88,5,Medium
48989,30,Female,USA,Strategy,2.516986061041366,0,Easy,6,144,70,17,Medium
48990,20,Female,Asia,Simulation,13.23700129450083,0,Easy,18,115,4,6,High
48991,22,Female,Europe,Strategy,10.382251527826021,0,Hard,15,121,68,46,High
48992,39,Female,Europe,Sports,16.47338058573479,0,Hard,7,144,78,48,Medium
48993,46,Male,USA,Sports,13.736502044315472,0,Medium,18,110,89,46,High
48994,39,Male,Other,Sports,6.858567340523911,0,Medium,15,150,2,25,Low
48995,24,Female,Europe,Sports,6.1150250495822425,1,Easy,3,34,76,25,Low
48996,31,Male,USA,Sports,11.004614928378247,0,Easy,5,59,88,30,Medium
48997,17,Female,Europe,Sports,18.166744043132347,0,Medium,0,97,40,31,Low
48998,23,Female,USA,Strategy,22.912879697765263,0,Hard,10,89,58,47,High
48999,32,Female,Asia,Sports,18.366802285550484,0,Hard,17,77,64,22,Medium
49000,44,Male,USA,Simulation,8.80114122417016,0,Easy,4,106,59,18,Low
49001,19,Female,USA,Action,13.081403179723841,0,Medium,13,117,54,28,High
49002,46,Male,Other,Sports,9.281931434667506,0,Easy,16,118,91,17,High
49003,41,Male,Europe,RPG,1.0136161014908396,0,Medium,16,104,33,21,High
49004,35,Female,USA,Strategy,6.876426976339074,1,Easy,1,139,4,6,Low
49005,38,Male,Europe,Sports,0.360773505016204,0,Easy,7,39,56,36,Medium
49006,17,Male,USA,Action,17.61868283954177,0,Easy,5,71,52,18,Medium
49007,30,Male,Asia,Action,21.23248525656363,0,Medium,5,56,76,31,Medium
49008,29,Male,USA,Sports,20.911923435211378,0,Hard,3,11,7,37,Low
49009,39,Male,USA,Simulation,19.166112338969825,0,Hard,12,65,74,12,Medium
49010,22,Male,USA,Simulation,2.394145305925801,0,Medium,4,121,34,13,Medium
49011,18,Male,USA,Sports,16.54737172349624,1,Medium,7,31,11,6,Low
49012,46,Female,Europe,RPG,19.55086169112438,0,Hard,5,96,66,32,Medium
49013,49,Female,USA,Strategy,9.077397294490872,1,Medium,17,90,1,32,High
49014,44,Male,USA,Sports,1.6120023997936208,0,Medium,15,80,63,40,Medium
49015,44,Male,Europe,Simulation,10.854602473315088,1,Easy,9,82,80,12,Medium
49016,31,Male,Other,Simulation,8.81273549742377,0,Hard,9,96,82,33,Medium
49017,33,Male,Europe,RPG,20.144261406444407,0,Hard,6,171,18,3,Low
49018,45,Male,Europe,Simulation,5.950283859608941,0,Easy,7,38,56,12,Low
49019,31,Male,USA,Strategy,18.760141996789105,0,Easy,4,117,68,43,Medium
49020,16,Male,USA,RPG,10.687861640094045,1,Easy,16,118,18,16,High
49021,43,Male,Asia,Action,6.146618780625419,1,Medium,7,107,86,26,Medium
49022,44,Male,Other,RPG,9.085085812238791,0,Medium,3,31,69,43,Low
49023,36,Male,USA,Simulation,2.5292183942034976,0,Medium,0,73,6,32,Low
49024,25,Male,Other,Action,19.734643487076102,0,Easy,3,87,61,44,Medium
49025,47,Female,USA,Simulation,3.6544501281245285,0,Easy,5,137,82,20,Medium
49026,33,Male,Other,Sports,19.82513952799801,1,Easy,12,166,44,11,High
49027,17,Male,Europe,Simulation,1.2734673073514546,0,Easy,6,24,52,17,Low
49028,36,Male,USA,RPG,1.0204890129000317,0,Hard,4,34,97,21,Low
49029,32,Male,USA,Strategy,20.61966242137539,0,Easy,4,75,85,14,Medium
49030,44,Female,Other,Simulation,13.539280463945817,0,Hard,19,114,71,27,High
49031,15,Female,USA,RPG,0.24005688117781077,1,Easy,10,176,29,1,High
49032,34,Male,USA,Sports,14.017817977715389,1,Medium,3,128,70,10,Medium
49033,19,Male,USA,Sports,10.083803582242297,0,Easy,13,84,72,39,Medium
